indicator;País__ESTANDAR;Años__ESTANDAR;value;unit;notes_ids;source_id
Tasa bruta de mortalidad;Antigua y Barbuda;2027;6.62;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2028;6.74;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2029;6.87;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2030;7.01;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2031;7.14;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2032;7.29;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2033;7.45;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2034;7.61;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2035;7.78;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2036;7.94;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2037;8.12;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2038;8.31;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2039;8.49;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2040;8.69;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2041;8.89;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2042;9.08;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2043;9.29;Tasa por 1.000 habitantes;;6547
Tasa bruta de mortalidad;Antigua y Barbuda;2044;9.49;Tasa por 1.000 habitantes;;6547
